,name,breed_id,species_id,breed_id_on_species,breed,breed_index,image_path
73,american_bulldog_121,1,1,0,american_bulldog,121,dataset/oxford-iiit-pet/images/american_bulldog_121.jpg
74,american_bulldog_122,1,1,0,american_bulldog,122,dataset/oxford-iiit-pet/images/american_bulldog_122.jpg
75,american_bulldog_123,1,1,0,american_bulldog,123,dataset/oxford-iiit-pet/images/american_bulldog_123.jpg
76,american_bulldog_124,1,1,0,american_bulldog,124,dataset/oxford-iiit-pet/images/american_bulldog_124.jpg
77,american_bulldog_125,1,1,0,american_bulldog,125,dataset/oxford-iiit-pet/images/american_bulldog_125.jpg
78,american_bulldog_126,1,1,0,american_bulldog,126,dataset/oxford-iiit-pet/images/american_bulldog_126.jpg
79,american_bulldog_127,1,1,0,american_bulldog,127,dataset/oxford-iiit-pet/images/american_bulldog_127.jpg
80,american_bulldog_128,1,1,0,american_bulldog,128,dataset/oxford-iiit-pet/images/american_bulldog_128.jpg
81,american_bulldog_129,1,1,0,american_bulldog,129,dataset/oxford-iiit-pet/images/american_bulldog_129.jpg
82,american_bulldog_12,1,1,0,american_bulldog,12,dataset/oxford-iiit-pet/images/american_bulldog_12.jpg
83,american_bulldog_130,1,1,0,american_bulldog,130,dataset/oxford-iiit-pet/images/american_bulldog_130.jpg
84,american_bulldog_131,1,1,0,american_bulldog,131,dataset/oxford-iiit-pet/images/american_bulldog_131.jpg
85,american_bulldog_132,1,1,0,american_bulldog,132,dataset/oxford-iiit-pet/images/american_bulldog_132.jpg
86,american_bulldog_133,1,1,0,american_bulldog,133,dataset/oxford-iiit-pet/images/american_bulldog_133.jpg
87,american_bulldog_134,1,1,0,american_bulldog,134,dataset/oxford-iiit-pet/images/american_bulldog_134.jpg
88,american_bulldog_135,1,1,0,american_bulldog,135,dataset/oxford-iiit-pet/images/american_bulldog_135.jpg
89,american_bulldog_136,1,1,0,american_bulldog,136,dataset/oxford-iiit-pet/images/american_bulldog_136.jpg
90,american_bulldog_137,1,1,0,american_bulldog,137,dataset/oxford-iiit-pet/images/american_bulldog_137.jpg
91,american_bulldog_138,1,1,0,american_bulldog,138,dataset/oxford-iiit-pet/images/american_bulldog_138.jpg
92,american_bulldog_139,1,1,0,american_bulldog,139,dataset/oxford-iiit-pet/images/american_bulldog_139.jpg
93,american_bulldog_13,1,1,0,american_bulldog,13,dataset/oxford-iiit-pet/images/american_bulldog_13.jpg
94,american_bulldog_140,1,1,0,american_bulldog,140,dataset/oxford-iiit-pet/images/american_bulldog_140.jpg
95,american_bulldog_141,1,1,0,american_bulldog,141,dataset/oxford-iiit-pet/images/american_bulldog_141.jpg
96,american_bulldog_142,1,1,0,american_bulldog,142,dataset/oxford-iiit-pet/images/american_bulldog_142.jpg
97,american_bulldog_143,1,1,0,american_bulldog,143,dataset/oxford-iiit-pet/images/american_bulldog_143.jpg
98,american_bulldog_144,1,1,0,american_bulldog,144,dataset/oxford-iiit-pet/images/american_bulldog_144.jpg
99,american_bulldog_146,1,1,0,american_bulldog,146,dataset/oxford-iiit-pet/images/american_bulldog_146.jpg
100,american_pit_bull_terrier_100,2,1,1,american_pit_bull_terrier,100,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_100.jpg
101,american_pit_bull_terrier_101,2,1,1,american_pit_bull_terrier,101,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_101.jpg
102,american_pit_bull_terrier_102,2,1,1,american_pit_bull_terrier,102,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_102.jpg
103,american_pit_bull_terrier_103,2,1,1,american_pit_bull_terrier,103,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_103.jpg
104,american_pit_bull_terrier_104,2,1,1,american_pit_bull_terrier,104,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_104.jpg
105,american_pit_bull_terrier_105,2,1,1,american_pit_bull_terrier,105,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_105.jpg
106,american_pit_bull_terrier_106,2,1,1,american_pit_bull_terrier,106,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_106.jpg
107,american_pit_bull_terrier_107,2,1,1,american_pit_bull_terrier,107,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_107.jpg
108,american_pit_bull_terrier_108,2,1,1,american_pit_bull_terrier,108,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_108.jpg
109,american_pit_bull_terrier_109,2,1,1,american_pit_bull_terrier,109,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_109.jpg
110,american_pit_bull_terrier_10,2,1,1,american_pit_bull_terrier,10,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_10.jpg
111,american_pit_bull_terrier_110,2,1,1,american_pit_bull_terrier,110,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_110.jpg
112,american_pit_bull_terrier_111,2,1,1,american_pit_bull_terrier,111,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_111.jpg
113,american_pit_bull_terrier_112,2,1,1,american_pit_bull_terrier,112,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_112.jpg
114,american_pit_bull_terrier_113,2,1,1,american_pit_bull_terrier,113,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_113.jpg
115,american_pit_bull_terrier_114,2,1,1,american_pit_bull_terrier,114,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_114.jpg
116,american_pit_bull_terrier_115,2,1,1,american_pit_bull_terrier,115,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_115.jpg
117,american_pit_bull_terrier_116,2,1,1,american_pit_bull_terrier,116,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_116.jpg
118,american_pit_bull_terrier_117,2,1,1,american_pit_bull_terrier,117,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_117.jpg
119,american_pit_bull_terrier_118,2,1,1,american_pit_bull_terrier,118,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_118.jpg
120,american_pit_bull_terrier_119,2,1,1,american_pit_bull_terrier,119,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_119.jpg
121,american_pit_bull_terrier_11,2,1,1,american_pit_bull_terrier,11,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_11.jpg
122,american_pit_bull_terrier_120,2,1,1,american_pit_bull_terrier,120,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_120.jpg
123,american_pit_bull_terrier_121,2,1,1,american_pit_bull_terrier,121,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_121.jpg
124,american_pit_bull_terrier_122,2,1,1,american_pit_bull_terrier,122,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_122.jpg
125,american_pit_bull_terrier_123,2,1,1,american_pit_bull_terrier,123,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_123.jpg
126,american_pit_bull_terrier_124,2,1,1,american_pit_bull_terrier,124,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_124.jpg
127,american_pit_bull_terrier_125,2,1,1,american_pit_bull_terrier,125,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_125.jpg
128,american_pit_bull_terrier_126,2,1,1,american_pit_bull_terrier,126,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_126.jpg
129,american_pit_bull_terrier_127,2,1,1,american_pit_bull_terrier,127,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_127.jpg
130,american_pit_bull_terrier_128,2,1,1,american_pit_bull_terrier,128,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_128.jpg
131,american_pit_bull_terrier_129,2,1,1,american_pit_bull_terrier,129,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_129.jpg
132,american_pit_bull_terrier_12,2,1,1,american_pit_bull_terrier,12,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_12.jpg
133,american_pit_bull_terrier_130,2,1,1,american_pit_bull_terrier,130,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_130.jpg
134,american_pit_bull_terrier_131,2,1,1,american_pit_bull_terrier,131,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_131.jpg
135,american_pit_bull_terrier_132,2,1,1,american_pit_bull_terrier,132,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_132.jpg
136,american_pit_bull_terrier_133,2,1,1,american_pit_bull_terrier,133,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_133.jpg
137,american_pit_bull_terrier_134,2,1,1,american_pit_bull_terrier,134,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_134.jpg
138,american_pit_bull_terrier_135,2,1,1,american_pit_bull_terrier,135,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_135.jpg
139,american_pit_bull_terrier_136,2,1,1,american_pit_bull_terrier,136,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_136.jpg
140,american_pit_bull_terrier_137,2,1,1,american_pit_bull_terrier,137,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_137.jpg
141,american_pit_bull_terrier_138,2,1,1,american_pit_bull_terrier,138,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_138.jpg
142,american_pit_bull_terrier_139,2,1,1,american_pit_bull_terrier,139,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_139.jpg
143,american_pit_bull_terrier_13,2,1,1,american_pit_bull_terrier,13,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_13.jpg
144,american_pit_bull_terrier_140,2,1,1,american_pit_bull_terrier,140,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_140.jpg
145,american_pit_bull_terrier_141,2,1,1,american_pit_bull_terrier,141,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_141.jpg
146,american_pit_bull_terrier_142,2,1,1,american_pit_bull_terrier,142,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_142.jpg
147,american_pit_bull_terrier_143,2,1,1,american_pit_bull_terrier,143,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_143.jpg
148,american_pit_bull_terrier_144,2,1,1,american_pit_bull_terrier,144,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_144.jpg
149,american_pit_bull_terrier_145,2,1,1,american_pit_bull_terrier,145,dataset/oxford-iiit-pet/images/american_pit_bull_terrier_145.jpg
150,basset_hound_100,3,1,2,basset_hound,100,dataset/oxford-iiit-pet/images/basset_hound_100.jpg
151,basset_hound_101,3,1,2,basset_hound,101,dataset/oxford-iiit-pet/images/basset_hound_101.jpg
152,basset_hound_102,3,1,2,basset_hound,102,dataset/oxford-iiit-pet/images/basset_hound_102.jpg
153,basset_hound_103,3,1,2,basset_hound,103,dataset/oxford-iiit-pet/images/basset_hound_103.jpg
154,basset_hound_104,3,1,2,basset_hound,104,dataset/oxford-iiit-pet/images/basset_hound_104.jpg
155,basset_hound_105,3,1,2,basset_hound,105,dataset/oxford-iiit-pet/images/basset_hound_105.jpg
156,basset_hound_106,3,1,2,basset_hound,106,dataset/oxford-iiit-pet/images/basset_hound_106.jpg
157,basset_hound_107,3,1,2,basset_hound,107,dataset/oxford-iiit-pet/images/basset_hound_107.jpg
158,basset_hound_108,3,1,2,basset_hound,108,dataset/oxford-iiit-pet/images/basset_hound_108.jpg
159,basset_hound_109,3,1,2,basset_hound,109,dataset/oxford-iiit-pet/images/basset_hound_109.jpg
160,basset_hound_10,3,1,2,basset_hound,10,dataset/oxford-iiit-pet/images/basset_hound_10.jpg
161,basset_hound_110,3,1,2,basset_hound,110,dataset/oxford-iiit-pet/images/basset_hound_110.jpg
162,basset_hound_111,3,1,2,basset_hound,111,dataset/oxford-iiit-pet/images/basset_hound_111.jpg
163,basset_hound_112,3,1,2,basset_hound,112,dataset/oxford-iiit-pet/images/basset_hound_112.jpg
164,basset_hound_113,3,1,2,basset_hound,113,dataset/oxford-iiit-pet/images/basset_hound_113.jpg
165,basset_hound_114,3,1,2,basset_hound,114,dataset/oxford-iiit-pet/images/basset_hound_114.jpg
166,basset_hound_115,3,1,2,basset_hound,115,dataset/oxford-iiit-pet/images/basset_hound_115.jpg
167,basset_hound_116,3,1,2,basset_hound,116,dataset/oxford-iiit-pet/images/basset_hound_116.jpg
168,basset_hound_117,3,1,2,basset_hound,117,dataset/oxford-iiit-pet/images/basset_hound_117.jpg
169,basset_hound_118,3,1,2,basset_hound,118,dataset/oxford-iiit-pet/images/basset_hound_118.jpg
170,basset_hound_119,3,1,2,basset_hound,119,dataset/oxford-iiit-pet/images/basset_hound_119.jpg
171,basset_hound_11,3,1,2,basset_hound,11,dataset/oxford-iiit-pet/images/basset_hound_11.jpg
172,basset_hound_120,3,1,2,basset_hound,120,dataset/oxford-iiit-pet/images/basset_hound_120.jpg
173,basset_hound_121,3,1,2,basset_hound,121,dataset/oxford-iiit-pet/images/basset_hound_121.jpg
174,basset_hound_122,3,1,2,basset_hound,122,dataset/oxford-iiit-pet/images/basset_hound_122.jpg
175,basset_hound_123,3,1,2,basset_hound,123,dataset/oxford-iiit-pet/images/basset_hound_123.jpg
176,basset_hound_124,3,1,2,basset_hound,124,dataset/oxford-iiit-pet/images/basset_hound_124.jpg
177,basset_hound_125,3,1,2,basset_hound,125,dataset/oxford-iiit-pet/images/basset_hound_125.jpg
178,basset_hound_126,3,1,2,basset_hound,126,dataset/oxford-iiit-pet/images/basset_hound_126.jpg
179,basset_hound_127,3,1,2,basset_hound,127,dataset/oxford-iiit-pet/images/basset_hound_127.jpg
180,basset_hound_128,3,1,2,basset_hound,128,dataset/oxford-iiit-pet/images/basset_hound_128.jpg
181,basset_hound_129,3,1,2,basset_hound,129,dataset/oxford-iiit-pet/images/basset_hound_129.jpg
182,basset_hound_12,3,1,2,basset_hound,12,dataset/oxford-iiit-pet/images/basset_hound_12.jpg
183,basset_hound_130,3,1,2,basset_hound,130,dataset/oxford-iiit-pet/images/basset_hound_130.jpg
184,basset_hound_131,3,1,2,basset_hound,131,dataset/oxford-iiit-pet/images/basset_hound_131.jpg
185,basset_hound_132,3,1,2,basset_hound,132,dataset/oxford-iiit-pet/images/basset_hound_132.jpg
186,basset_hound_133,3,1,2,basset_hound,133,dataset/oxford-iiit-pet/images/basset_hound_133.jpg
187,basset_hound_134,3,1,2,basset_hound,134,dataset/oxford-iiit-pet/images/basset_hound_134.jpg
188,basset_hound_135,3,1,2,basset_hound,135,dataset/oxford-iiit-pet/images/basset_hound_135.jpg
189,basset_hound_136,3,1,2,basset_hound,136,dataset/oxford-iiit-pet/images/basset_hound_136.jpg
190,basset_hound_137,3,1,2,basset_hound,137,dataset/oxford-iiit-pet/images/basset_hound_137.jpg
191,basset_hound_138,3,1,2,basset_hound,138,dataset/oxford-iiit-pet/images/basset_hound_138.jpg
192,basset_hound_139,3,1,2,basset_hound,139,dataset/oxford-iiit-pet/images/basset_hound_139.jpg
193,basset_hound_13,3,1,2,basset_hound,13,dataset/oxford-iiit-pet/images/basset_hound_13.jpg
194,basset_hound_140,3,1,2,basset_hound,140,dataset/oxford-iiit-pet/images/basset_hound_140.jpg
195,basset_hound_141,3,1,2,basset_hound,141,dataset/oxford-iiit-pet/images/basset_hound_141.jpg
196,basset_hound_142,3,1,2,basset_hound,142,dataset/oxford-iiit-pet/images/basset_hound_142.jpg
197,basset_hound_143,3,1,2,basset_hound,143,dataset/oxford-iiit-pet/images/basset_hound_143.jpg
198,basset_hound_144,3,1,2,basset_hound,144,dataset/oxford-iiit-pet/images/basset_hound_144.jpg
199,basset_hound_145,3,1,2,basset_hound,145,dataset/oxford-iiit-pet/images/basset_hound_145.jpg
200,beagle_100,4,1,3,beagle,100,dataset/oxford-iiit-pet/images/beagle_100.jpg
201,beagle_101,4,1,3,beagle,101,dataset/oxford-iiit-pet/images/beagle_101.jpg
202,beagle_102,4,1,3,beagle,102,dataset/oxford-iiit-pet/images/beagle_102.jpg
203,beagle_103,4,1,3,beagle,103,dataset/oxford-iiit-pet/images/beagle_103.jpg
204,beagle_104,4,1,3,beagle,104,dataset/oxford-iiit-pet/images/beagle_104.jpg
205,beagle_105,4,1,3,beagle,105,dataset/oxford-iiit-pet/images/beagle_105.jpg
206,beagle_107,4,1,3,beagle,107,dataset/oxford-iiit-pet/images/beagle_107.jpg
207,beagle_108,4,1,3,beagle,108,dataset/oxford-iiit-pet/images/beagle_108.jpg
208,beagle_109,4,1,3,beagle,109,dataset/oxford-iiit-pet/images/beagle_109.jpg
209,beagle_10,4,1,3,beagle,10,dataset/oxford-iiit-pet/images/beagle_10.jpg
210,beagle_110,4,1,3,beagle,110,dataset/oxford-iiit-pet/images/beagle_110.jpg
211,beagle_111,4,1,3,beagle,111,dataset/oxford-iiit-pet/images/beagle_111.jpg
212,beagle_112,4,1,3,beagle,112,dataset/oxford-iiit-pet/images/beagle_112.jpg
213,beagle_113,4,1,3,beagle,113,dataset/oxford-iiit-pet/images/beagle_113.jpg
214,beagle_114,4,1,3,beagle,114,dataset/oxford-iiit-pet/images/beagle_114.jpg
215,beagle_115,4,1,3,beagle,115,dataset/oxford-iiit-pet/images/beagle_115.jpg
216,beagle_116,4,1,3,beagle,116,dataset/oxford-iiit-pet/images/beagle_116.jpg
217,beagle_117,4,1,3,beagle,117,dataset/oxford-iiit-pet/images/beagle_117.jpg
218,beagle_118,4,1,3,beagle,118,dataset/oxford-iiit-pet/images/beagle_118.jpg
219,beagle_119,4,1,3,beagle,119,dataset/oxford-iiit-pet/images/beagle_119.jpg
220,beagle_120,4,1,3,beagle,120,dataset/oxford-iiit-pet/images/beagle_120.jpg
221,beagle_121,4,1,3,beagle,121,dataset/oxford-iiit-pet/images/beagle_121.jpg
222,beagle_122,4,1,3,beagle,122,dataset/oxford-iiit-pet/images/beagle_122.jpg
223,beagle_123,4,1,3,beagle,123,dataset/oxford-iiit-pet/images/beagle_123.jpg
224,beagle_124,4,1,3,beagle,124,dataset/oxford-iiit-pet/images/beagle_124.jpg
225,beagle_125,4,1,3,beagle,125,dataset/oxford-iiit-pet/images/beagle_125.jpg
226,beagle_126,4,1,3,beagle,126,dataset/oxford-iiit-pet/images/beagle_126.jpg
227,beagle_127,4,1,3,beagle,127,dataset/oxford-iiit-pet/images/beagle_127.jpg
228,beagle_128,4,1,3,beagle,128,dataset/oxford-iiit-pet/images/beagle_128.jpg
229,beagle_129,4,1,3,beagle,129,dataset/oxford-iiit-pet/images/beagle_129.jpg
230,beagle_12,4,1,3,beagle,12,dataset/oxford-iiit-pet/images/beagle_12.jpg
231,beagle_130,4,1,3,beagle,130,dataset/oxford-iiit-pet/images/beagle_130.jpg
232,beagle_131,4,1,3,beagle,131,dataset/oxford-iiit-pet/images/beagle_131.jpg
233,beagle_133,4,1,3,beagle,133,dataset/oxford-iiit-pet/images/beagle_133.jpg
234,beagle_134,4,1,3,beagle,134,dataset/oxford-iiit-pet/images/beagle_134.jpg
235,beagle_135,4,1,3,beagle,135,dataset/oxford-iiit-pet/images/beagle_135.jpg
236,beagle_136,4,1,3,beagle,136,dataset/oxford-iiit-pet/images/beagle_136.jpg
237,beagle_137,4,1,3,beagle,137,dataset/oxford-iiit-pet/images/beagle_137.jpg
238,beagle_138,4,1,3,beagle,138,dataset/oxford-iiit-pet/images/beagle_138.jpg
239,beagle_139,4,1,3,beagle,139,dataset/oxford-iiit-pet/images/beagle_139.jpg
240,beagle_13,4,1,3,beagle,13,dataset/oxford-iiit-pet/images/beagle_13.jpg
241,beagle_140,4,1,3,beagle,140,dataset/oxford-iiit-pet/images/beagle_140.jpg
242,beagle_141,4,1,3,beagle,141,dataset/oxford-iiit-pet/images/beagle_141.jpg
243,beagle_142,4,1,3,beagle,142,dataset/oxford-iiit-pet/images/beagle_142.jpg
244,beagle_143,4,1,3,beagle,143,dataset/oxford-iiit-pet/images/beagle_143.jpg
245,beagle_144,4,1,3,beagle,144,dataset/oxford-iiit-pet/images/beagle_144.jpg
